Data,Tempo,Polveri Grosse,Polveri Fine
2021-05-07 01:54:02.092,0 days 01:54:02,0,0
2021-05-07 01:55:09.087,0 days 01:55:09,0,0
2021-05-07 01:56:14.089,0 days 01:56:14,0,0
2021-05-07 01:57:20.077,0 days 01:57:20,0,0
2021-05-07 01:58:26.086,0 days 01:58:26,0,0
2021-05-07 01:59:32.072,0 days 01:59:32,0,0
2021-05-07 02:00:38.081,0 days 02:00:38,0,0
2021-05-07 02:01:44.072,0 days 02:01:44,0,0
2021-05-07 02:02:50.062,0 days 02:02:50,0,0
2021-05-07 02:03:56.063,0 days 02:03:56,0,0
2021-05-07 02:05:02.060,0 days 02:05:02,0,0
2021-05-07 02:06:09.042,0 days 02:06:09,0,0
2021-05-07 02:07:14.067,0 days 02:07:14,0,35
2021-05-07 02:08:20.077,0 days 02:08:20,0,0
2021-05-07 02:09:26.063,0 days 02:09:26,0,0
2021-05-07 02:10:32.061,0 days 02:10:32,0,0
2021-05-07 02:11:38.059,0 days 02:11:38,0,0
2021-05-07 02:12:44.060,0 days 02:12:44,0,0
2021-05-07 02:13:50.060,0 days 02:13:50,0,0
2021-05-07 02:14:56.053,0 days 02:14:56,0,0
2021-05-07 02:16:01.094,0 days 02:16:01,0,35
2021-05-07 02:17:08.086,0 days 02:17:08,0,0
2021-05-07 02:18:13.098,0 days 02:18:13,0,0
2021-05-07 02:19:19.087,0 days 02:19:19,0,0
2021-05-07 02:20:25.095,0 days 02:20:25,0,0
2021-05-07 02:21:31.089,0 days 02:21:31,0,0
2021-05-07 02:22:37.085,0 days 02:22:37,0,0
2021-05-07 02:23:43.079,0 days 02:23:43,0,0
2021-05-07 02:24:49.088,0 days 02:24:49,0,0
2021-05-07 02:25:55.094,0 days 02:25:55,0,35
2021-05-07 02:27:01.095,0 days 02:27:01,0,0
2021-05-07 02:28:08.035,0 days 02:28:08,0,0
2021-05-07 02:29:13.050,0 days 02:29:13,0,0
2021-05-07 02:30:19.059,0 days 02:30:19,0,35
2021-05-07 02:31:25.049,0 days 02:31:25,0,0
2021-05-07 02:32:31.053,0 days 02:32:31,0,0
2021-05-07 02:33:37.047,0 days 02:33:37,0,0
2021-05-07 02:34:43.051,0 days 02:34:43,0,0
2021-05-07 02:35:49.048,0 days 02:35:49,0,0
2021-05-07 02:36:55.035,0 days 02:36:55,0,0
2021-05-07 02:38:01.039,0 days 02:38:01,0,0
2021-05-07 02:39:08.028,0 days 02:39:08,0,0
2021-05-07 02:40:13.054,0 days 02:40:13,0,0
2021-05-07 02:41:19.041,0 days 02:41:19,0,0
2021-05-07 02:42:25.041,0 days 02:42:25,0,0
2021-05-07 02:43:31.027,0 days 02:43:31,0,0
2021-05-07 02:44:36.069,0 days 02:44:36,0,0
2021-05-07 02:45:42.058,0 days 02:45:42,0,0
2021-05-07 02:46:48.075,0 days 02:46:48,0,0
2021-05-07 02:47:54.070,0 days 02:47:54,0,0
2021-05-07 02:49:00.066,0 days 02:49:00,0,0
2021-05-07 02:50:07.035,0 days 02:50:07,0,0
2021-05-07 02:51:12.064,0 days 02:51:12,0,0
2021-05-07 02:52:18.066,0 days 02:52:18,0,0
2021-05-07 02:53:24.064,0 days 02:53:24,0,35
2021-05-07 02:54:30.075,0 days 02:54:30,0,0
2021-05-07 02:55:36.077,0 days 02:55:36,0,0
2021-05-07 02:56:42.080,0 days 02:56:42,0,0
2021-05-07 02:57:48.006,0 days 02:57:48,0,0
2021-05-07 02:58:54.067,0 days 02:58:54,0,0
2021-05-07 03:00:00.011,0 days 03:00:00,0,0
2021-05-07 03:01:07.008,0 days 03:01:07,0,0
2021-05-07 03:02:12.010,0 days 03:02:12,0,0
2021-05-07 03:03:17.094,0 days 03:03:17,0,35
2021-05-07 03:04:24.005,0 days 03:04:24,0,0
2021-05-07 03:05:29.093,0 days 03:05:29,0,0
2021-05-07 03:06:35.095,0 days 03:06:35,0,0
2021-05-07 03:07:41.080,0 days 03:07:41,0,0
2021-05-07 03:08:47.082,0 days 03:08:47,0,0
2021-05-07 03:09:53.080,0 days 03:09:53,0,0
2021-05-07 03:10:59.082,0 days 03:10:59,0,0
2021-05-07 03:12:06.049,0 days 03:12:06,0,0
2021-05-07 03:13:11.079,0 days 03:13:11,0,0
2021-05-07 03:14:17.073,0 days 03:14:17,0,0
2021-05-07 03:15:23.059,0 days 03:15:23,0,0
2021-05-07 03:16:29.053,0 days 03:16:29,0,0
2021-05-07 03:17:35.050,0 days 03:17:35,0,0
2021-05-07 03:18:41.061,0 days 03:18:41,0,0
2021-05-07 03:19:47.060,0 days 03:19:47,0,0
2021-05-07 03:20:53.042,0 days 03:20:53,0,0
2021-05-07 03:21:59.051,0 days 03:21:59,0,0
2021-05-07 03:23:06.037,0 days 03:23:06,0,0
2021-05-07 03:24:11.063,0 days 03:24:11,0,0
2021-05-07 03:25:17.034,0 days 03:25:17,0,35
2021-05-07 03:26:23.037,0 days 03:26:23,0,0
2021-05-07 03:27:29.022,0 days 03:27:29,0,0
2021-05-07 03:28:35.035,0 days 03:28:35,0,0
2021-05-07 03:29:41.022,0 days 03:29:41,0,0
2021-05-07 03:30:47.021,0 days 03:30:47,0,0
2021-05-07 03:31:53.025,0 days 03:31:53,0,0
2021-05-07 03:32:59.025,0 days 03:32:59,0,0
2021-05-07 03:34:05.066,0 days 03:34:05,0,0
2021-05-07 03:35:11.025,0 days 03:35:11,0,0
2021-05-07 03:36:16.055,0 days 03:36:16,0,0
2021-05-07 03:37:22.051,0 days 03:37:22,0,0
2021-05-07 03:38:28.052,0 days 03:38:28,0,0
2021-05-07 03:39:34.044,0 days 03:39:34,0,0
2021-05-07 03:40:40.045,0 days 03:40:40,0,0
2021-05-07 03:41:46.052,0 days 03:41:46,0,0
2021-05-07 03:42:52.046,0 days 03:42:52,0,0
2021-05-07 03:43:58.047,0 days 03:43:58,0,0
2021-05-07 03:45:05.028,0 days 03:45:05,0,0
2021-05-07 03:46:10.063,0 days 03:46:10,0,0
2021-05-07 03:47:16.052,0 days 03:47:16,0,0
2021-05-07 03:48:22.058,0 days 03:48:22,0,0
2021-05-07 03:49:28.045,0 days 03:49:28,0,0
2021-05-07 03:50:34.058,0 days 03:50:34,0,0
2021-05-07 03:51:39.087,0 days 03:51:39,0,0
2021-05-07 03:52:45.086,0 days 03:52:45,0,0
2021-05-07 03:53:51.080,0 days 03:53:51,0,0
2021-05-07 03:54:57.076,0 days 03:54:57,0,0
2021-05-07 03:56:04.043,0 days 03:56:04,0,0
2021-05-07 03:57:09.068,0 days 03:57:09,0,0
2021-05-07 03:58:15.065,0 days 03:58:15,0,0
2021-05-07 03:59:21.070,0 days 03:59:21,0,0
2021-05-07 04:00:27.065,0 days 04:00:27,0,0
2021-05-07 04:01:33.054,0 days 04:01:33,0,0
2021-05-07 04:02:39.053,0 days 04:02:39,0,0
2021-05-07 04:03:45.050,0 days 04:03:45,0,0
2021-05-07 04:04:51.034,0 days 04:04:51,0,0
2021-05-07 04:05:57.055,0 days 04:05:57,0,0
2021-05-07 04:07:04.035,0 days 04:07:04,0,0
2021-05-07 04:08:09.079,0 days 04:08:09,0,0
2021-05-07 04:09:15.062,0 days 04:09:15,0,0
2021-05-07 04:10:21.069,0 days 04:10:21,0,0
2021-05-07 04:11:26.098,0 days 04:11:26,0,0
2021-05-07 04:12:33.055,0 days 04:12:33,0,0
2021-05-07 04:13:39.049,0 days 04:13:39,0,0
2021-05-07 04:14:45.048,0 days 04:14:45,0,0
2021-05-07 04:15:51.039,0 days 04:15:51,0,35
2021-05-07 04:16:56.082,0 days 04:16:56,0,0
2021-05-07 04:18:03.087,0 days 04:18:03,0,0
2021-05-07 04:19:08.073,0 days 04:19:08,0,0
2021-05-07 04:20:14.073,0 days 04:20:14,0,0
2021-05-07 04:21:20.076,0 days 04:21:20,0,0
2021-05-07 04:22:26.075,0 days 04:22:26,0,0
2021-05-07 04:23:32.066,0 days 04:23:32,0,0
2021-05-07 04:24:38.078,0 days 04:24:38,0,0
2021-05-07 04:25:44.078,0 days 04:25:44,0,0
2021-05-07 04:26:50.070,0 days 04:26:50,0,0
2021-05-07 04:27:56.087,0 days 04:27:56,0,0
2021-05-07 04:29:03.066,0 days 04:29:03,0,35
2021-05-07 04:30:08.027,0 days 04:30:08,0,0
2021-05-07 04:31:14.019,0 days 04:31:14,0,0
2021-05-07 04:32:20.027,0 days 04:32:20,0,0
2021-05-07 04:33:26.026,0 days 04:33:26,0,0
2021-05-07 04:34:32.041,0 days 04:34:32,0,0
2021-05-07 04:35:38.027,0 days 04:35:38,0,0
2021-05-07 04:36:44.040,0 days 04:36:44,0,0
2021-05-07 04:37:50.042,0 days 04:37:50,0,0
2021-05-07 04:38:56.053,0 days 04:38:56,0,0
2021-05-07 04:40:02.077,0 days 04:40:02,0,0
2021-05-07 04:41:07.097,0 days 04:41:07,0,0
2021-05-07 04:42:14.002,0 days 04:42:14,0,0
2021-05-07 04:43:20.011,0 days 04:43:20,0,0
2021-05-07 04:44:26.020,0 days 04:44:26,0,0
2021-05-07 04:45:32.009,0 days 04:45:32,0,0
2021-05-07 04:46:37.093,0 days 04:46:37,0,0
2021-05-07 04:47:43.092,0 days 04:47:43,0,0
2021-05-07 04:48:49.079,0 days 04:48:49,0,0
2021-05-07 04:49:55.091,0 days 04:49:55,0,0
2021-05-07 04:51:02.050,0 days 04:51:02,0,0
2021-05-07 04:52:07.081,0 days 04:52:07,0,0
2021-05-07 04:53:13.069,0 days 04:53:13,0,0
2021-05-07 04:54:19.079,0 days 04:54:19,0,0
2021-05-07 04:55:25.082,0 days 04:55:25,0,0
2021-05-07 04:56:31.064,0 days 04:56:31,0,0
2021-05-07 04:57:37.049,0 days 04:57:37,0,0
2021-05-07 04:58:43.045,0 days 04:58:43,0,0
2021-05-07 04:59:49.050,0 days 04:59:49,0,0
2021-05-07 05:00:55.051,0 days 05:00:55,0,0
2021-05-07 05:02:01.095,0 days 05:02:01,0,35
2021-05-07 05:03:06.084,0 days 05:03:06,0,35
2021-05-07 05:04:12.090,0 days 05:04:12,0,35
2021-05-07 05:05:18.098,0 days 05:05:18,0,0
2021-05-07 05:06:25.000,0 days 05:06:25,0,0
2021-05-07 05:07:30.099,0 days 05:07:30,0,0
2021-05-07 05:08:37.003,0 days 05:08:37,0,0
2021-05-07 05:09:43.009,0 days 05:09:43,0,0
2021-05-07 05:10:48.082,0 days 05:10:48,0,0
2021-05-07 05:11:55.000,0 days 05:11:55,0,0
2021-05-07 05:13:00.075,0 days 05:13:00,0,35
2021-05-07 05:14:06.091,0 days 05:14:06,0,0
2021-05-07 05:15:12.090,0 days 05:15:12,0,0
2021-05-07 05:16:18.029,0 days 05:16:18,0,0
2021-05-07 05:17:24.030,0 days 05:17:24,0,0
2021-05-07 05:18:30.032,0 days 05:18:30,0,0
2021-05-07 05:19:36.015,0 days 05:19:36,0,0
2021-05-07 05:20:42.007,0 days 05:20:42,0,0
2021-05-07 05:21:48.008,0 days 05:21:48,0,0
2021-05-07 05:22:55.000,0 days 05:22:55,0,0
2021-05-07 05:24:00.051,0 days 05:24:00,0,0
2021-05-07 05:25:06.040,0 days 05:25:06,0,0
2021-05-07 05:26:12.030,0 days 05:26:12,0,0
2021-05-07 05:27:18.027,0 days 05:27:18,0,0
2021-05-07 05:28:24.023,0 days 05:28:24,0,0
2021-05-07 05:29:30.029,0 days 05:29:30,0,0
2021-05-07 05:30:36.022,0 days 05:30:36,0,0
2021-05-07 05:31:42.029,0 days 05:31:42,0,0
2021-05-07 05:32:48.015,0 days 05:32:48,0,0
2021-05-07 05:33:53.069,0 days 05:33:53,0,35
2021-05-07 05:34:59.051,0 days 05:34:59,0,35
2021-05-07 05:36:05.054,0 days 05:36:05,0,0
2021-05-07 05:37:11.034,0 days 05:37:11,0,35
2021-05-07 05:38:18.002,0 days 05:38:18,0,0
2021-05-07 05:39:23.081,0 days 05:39:23,0,0
2021-05-07 05:40:29.080,0 days 05:40:29,0,0
2021-05-07 05:41:35.059,0 days 05:41:35,0,0
2021-05-07 05:42:41.059,0 days 05:42:41,0,0
2021-05-07 05:43:47.048,0 days 05:43:47,0,0
2021-05-07 05:44:54.020,0 days 05:44:54,0,0
2021-05-07 05:45:59.050,0 days 05:45:59,0,0
2021-05-07 05:47:05.038,0 days 05:47:05,0,35
2021-05-07 05:48:11.037,0 days 05:48:11,0,70
2021-05-07 05:49:17.030,0 days 05:49:17,0,0
2021-05-07 05:50:23.020,0 days 05:50:23,0,0
2021-05-07 05:51:28.099,0 days 05:51:28,0,0
2021-05-07 05:52:35.006,0 days 05:52:35,0,0
2021-05-07 05:53:41.013,0 days 05:53:41,0,0
2021-05-07 05:54:47.003,0 days 05:54:47,0,0
2021-05-07 05:55:54.005,0 days 05:55:54,0,0
2021-05-07 05:56:58.065,0 days 05:56:58,0,0
2021-05-07 05:58:04.069,0 days 05:58:04,0,0
2021-05-07 05:59:10.053,0 days 05:59:10,0,0
2021-05-07 06:00:16.059,0 days 06:00:16,0,0
2021-05-07 06:01:22.048,0 days 06:01:22,0,0
2021-05-07 06:02:28.063,0 days 06:02:28,0,0
2021-05-07 06:03:34.044,0 days 06:03:34,0,0
2021-05-07 06:04:40.036,0 days 06:04:40,0,35
2021-05-07 06:05:46.036,0 days 06:05:46,0,0
2021-05-07 06:06:53.025,0 days 06:06:53,0,0
2021-05-07 06:07:58.045,0 days 06:07:58,0,0
2021-05-07 06:09:04.034,0 days 06:09:04,0,0
2021-05-07 06:10:10.027,0 days 06:10:10,0,0
2021-05-07 06:11:16.024,0 days 06:11:16,0,0
2021-05-07 06:12:22.030,0 days 06:12:22,0,0
2021-05-07 06:13:28.022,0 days 06:13:28,0,0
2021-05-07 06:14:34.017,0 days 06:14:34,0,0
2021-05-07 06:15:40.008,0 days 06:15:40,0,0
2021-05-07 06:16:45.084,0 days 06:16:45,0,0
2021-05-07 06:17:52.090,0 days 06:17:52,0,0
2021-05-07 06:18:57.098,0 days 06:18:57,0,0
2021-05-07 06:20:04.009,0 days 06:20:04,0,0
2021-05-07 06:21:09.086,0 days 06:21:09,0,0
2021-05-07 06:22:15.096,0 days 06:22:15,0,140
2021-05-07 06:23:21.080,0 days 06:23:21,140,4865
2021-05-07 06:24:27.089,0 days 06:24:27,595,20020
2021-05-07 06:25:33.087,0 days 06:25:33,280,17325
2021-05-07 06:26:39.090,0 days 06:26:39,175,11725
2021-05-07 06:27:45.016,0 days 06:27:45,175,10080
2021-05-07 06:28:52.047,0 days 06:28:52,385,9940
2021-05-07 06:29:57.022,0 days 06:29:57,315,7245
2021-05-07 06:31:03.014,0 days 06:31:03,0,3360
2021-05-07 06:32:09.012,0 days 06:32:09,1330,64155
2021-05-07 06:33:15.017,0 days 06:33:15,385,22715
2021-05-07 06:34:21.024,0 days 06:34:21,35,10500
2021-05-07 06:35:27.019,0 days 06:35:27,70,3885
2021-05-07 06:36:33.022,0 days 06:36:33,35,945
2021-05-07 06:37:39.021,0 days 06:37:39,0,805
2021-05-07 06:38:45.010,0 days 06:38:45,0,315
2021-05-07 06:39:52.007,0 days 06:39:52,0,105
2021-05-07 06:40:57.031,0 days 06:40:57,0,35
2021-05-07 06:42:03.033,0 days 06:42:03,0,35
2021-05-07 06:43:09.024,0 days 06:43:09,0,0
2021-05-07 06:44:15.020,0 days 06:44:15,0,0
2021-05-07 06:45:20.046,0 days 06:45:20,0,35
2021-05-07 06:46:26.053,0 days 06:46:26,0,0
2021-05-07 06:47:33.012,0 days 06:47:33,0,0
2021-05-07 06:48:38.043,0 days 06:48:38,0,0
2021-05-07 06:49:44.039,0 days 06:49:44,0,0
2021-05-07 06:50:50.088,0 days 06:50:50,0,35
2021-05-07 06:51:56.032,0 days 06:51:56,0,0
2021-05-07 06:53:02.024,0 days 06:53:02,0,0
2021-05-07 06:54:08.033,0 days 06:54:08,0,0
2021-05-07 06:55:14.022,0 days 06:55:14,0,0
2021-05-07 06:56:20.022,0 days 06:56:20,0,35
2021-05-07 06:57:26.047,0 days 06:57:26,0,0
2021-05-07 06:58:32.056,0 days 06:58:32,0,35
2021-05-07 06:59:38.051,0 days 06:59:38,0,0
2021-05-07 07:00:44.032,0 days 07:00:44,0,35
2021-05-07 07:01:50.024,0 days 07:01:50,0,0
2021-05-07 07:02:56.014,0 days 07:02:56,0,0
2021-05-07 07:04:02.020,0 days 07:04:02,0,0
2021-05-07 07:05:08.009,0 days 07:05:08,0,0
2021-05-07 07:06:14.015,0 days 07:06:14,0,0
2021-05-07 07:07:20.001,0 days 07:07:20,0,0
2021-05-07 07:08:26.005,0 days 07:08:26,0,0
2021-05-07 07:09:31.092,0 days 07:09:31,0,35
2021-05-07 07:10:38.000,0 days 07:10:38,0,35
2021-05-07 07:11:43.095,0 days 07:11:43,0,0
2021-05-07 07:12:49.089,0 days 07:12:49,0,0
2021-05-07 07:13:55.036,0 days 07:13:55,0,0
2021-05-07 07:15:01.096,0 days 07:15:01,0,0
2021-05-07 07:16:07.030,0 days 07:16:07,0,0
2021-05-07 07:17:13.088,0 days 07:17:13,0,0
2021-05-07 07:18:19.015,0 days 07:18:19,0,0
2021-05-07 07:19:25.019,0 days 07:19:25,0,0
2021-05-07 07:20:31.095,0 days 07:20:31,0,0
2021-05-07 07:21:37.008,0 days 07:21:37,0,0
2021-05-07 07:22:42.091,0 days 07:22:42,0,35
2021-05-07 07:23:49.009,0 days 07:23:49,0,0
2021-05-07 07:24:55.011,0 days 07:24:55,0,0
2021-05-07 07:26:01.023,0 days 07:26:01,0,0
2021-05-07 07:27:07.010,0 days 07:27:07,0,0
2021-05-07 07:28:13.011,0 days 07:28:13,0,0
2021-05-07 07:29:19.001,0 days 07:29:19,0,0
2021-05-07 07:30:25.006,0 days 07:30:25,0,70
2021-05-07 07:31:31.005,0 days 07:31:31,0,0
2021-05-07 07:32:37.008,0 days 07:32:37,0,0
2021-05-07 07:33:43.016,0 days 07:33:43,0,0
2021-05-07 07:34:48.046,0 days 07:34:48,0,0
2021-05-07 07:35:54.045,0 days 07:35:54,0,0
2021-05-07 07:37:01.002,0 days 07:37:01,0,0
2021-05-07 07:38:06.026,0 days 07:38:06,0,0
2021-05-07 07:39:12.077,0 days 07:39:12,0,0
2021-05-07 07:40:18.063,0 days 07:40:18,0,0
2021-05-07 07:41:24.069,0 days 07:41:24,0,0
2021-05-07 07:42:30.057,0 days 07:42:30,0,0
2021-05-07 07:43:36.055,0 days 07:43:36,0,0
2021-05-07 07:44:42.040,0 days 07:44:42,0,0
2021-05-07 07:45:48.053,0 days 07:45:48,0,0
2021-05-07 07:46:54.050,0 days 07:46:54,0,0
2021-05-07 07:48:00.056,0 days 07:48:00,0,35
2021-05-07 07:49:06.043,0 days 07:49:06,0,0
2021-05-07 07:50:11.088,0 days 07:50:11,0,35
2021-05-07 07:51:18.081,0 days 07:51:18,0,0
2021-05-07 07:52:23.086,0 days 07:52:23,0,0
2021-05-07 07:53:29.068,0 days 07:53:29,0,0
2021-05-07 07:54:35.072,0 days 07:54:35,0,0
2021-05-07 07:55:41.070,0 days 07:55:41,0,0
2021-05-07 07:56:47.060,0 days 07:56:47,0,0
2021-05-07 07:57:53.082,0 days 07:57:53,0,0
2021-05-07 07:58:59.065,0 days 07:58:59,0,0
2021-05-07 08:00:05.064,0 days 08:00:05,0,0
2021-05-07 08:01:11.068,0 days 08:01:11,0,0
2021-05-07 08:02:17.070,0 days 08:02:17,0,0
2021-05-07 08:03:23.072,0 days 08:03:23,0,0
2021-05-07 08:04:29.068,0 days 08:04:29,0,35
2021-05-07 08:05:35.067,0 days 08:05:35,0,0
2021-05-07 08:06:41.056,0 days 08:06:41,0,0
2021-05-07 08:07:47.051,0 days 08:07:47,0,0
2021-05-07 08:08:53.045,0 days 08:08:53,0,0
2021-05-07 08:09:59.050,0 days 08:09:59,0,35
2021-05-07 08:11:05.060,0 days 08:11:05,0,0
2021-05-07 08:12:11.013,0 days 08:12:11,0,0
2021-05-07 08:13:16.099,0 days 08:13:16,0,35
2021-05-07 08:14:23.005,0 days 08:14:23,0,0
2021-05-07 08:15:28.097,0 days 08:15:28,0,0
2021-05-07 08:16:34.099,0 days 08:16:34,0,0
2021-05-07 08:17:41.005,0 days 08:17:41,0,0
2021-05-07 08:18:46.098,0 days 08:18:46,0,0
2021-05-07 08:19:53.012,0 days 08:19:53,0,0
2021-05-07 08:20:59.002,0 days 08:20:59,0,0
2021-05-07 08:22:05.088,0 days 08:22:05,0,0
2021-05-07 08:23:10.099,0 days 08:23:10,0,0
2021-05-07 08:24:16.046,0 days 08:24:16,0,0
2021-05-07 08:25:22.038,0 days 08:25:22,0,0
2021-05-07 08:26:28.017,0 days 08:26:28,0,0
2021-05-07 08:27:34.020,0 days 08:27:34,0,35
2021-05-07 08:28:40.069,0 days 08:28:40,0,0
2021-05-07 08:29:46.013,0 days 08:29:46,0,0
2021-05-07 08:30:52.010,0 days 08:30:52,0,0
2021-05-07 08:31:58.013,0 days 08:31:58,0,0
2021-05-07 08:33:04.026,0 days 08:33:04,0,0
2021-05-07 08:34:10.035,0 days 08:34:10,0,35
2021-05-07 08:35:16.009,0 days 08:35:16,0,0
2021-05-07 08:36:22.002,0 days 08:36:22,0,0
2021-05-07 08:37:27.095,0 days 08:37:27,0,0
2021-05-07 08:38:33.084,0 days 08:38:33,0,0
2021-05-07 08:39:39.091,0 days 08:39:39,0,0
2021-05-07 08:40:45.099,0 days 08:40:45,0,0
2021-05-07 08:41:52.005,0 days 08:41:52,0,0
2021-05-07 08:42:57.088,0 days 08:42:57,0,0
2021-05-07 08:44:03.083,0 days 08:44:03,0,35
2021-05-07 08:45:09.087,0 days 08:45:09,0,0
2021-05-07 08:46:15.083,0 days 08:46:15,0,0
2021-05-07 08:47:21.069,0 days 08:47:21,0,0
2021-05-07 08:48:27.073,0 days 08:48:27,0,0
2021-05-07 08:49:33.080,0 days 08:49:33,0,0
2021-05-07 08:50:39.057,0 days 08:50:39,0,0
2021-05-07 08:51:45.057,0 days 08:51:45,0,0
2021-05-07 08:52:51.053,0 days 08:52:51,0,0
2021-05-07 08:53:57.007,0 days 08:53:57,0,0
2021-05-07 08:55:03.061,0 days 08:55:03,0,0
2021-05-07 08:56:09.065,0 days 08:56:09,0,0
2021-05-07 08:57:15.051,0 days 08:57:15,0,0
2021-05-07 08:58:21.048,0 days 08:58:21,0,0
2021-05-07 08:59:27.040,0 days 08:59:27,0,0
2021-05-07 09:00:33.039,0 days 09:00:33,0,0
2021-05-07 09:01:38.078,0 days 09:01:38,0,0
2021-05-07 09:02:45.034,0 days 09:02:45,0,35
2021-05-07 09:03:51.081,0 days 09:03:51,0,35
2021-05-07 09:04:57.032,0 days 09:04:57,0,0
2021-05-07 09:06:02.071,0 days 09:06:02,0,0
2021-05-07 09:07:08.071,0 days 09:07:08,0,0
2021-05-07 09:08:14.061,0 days 09:08:14,0,0
2021-05-07 09:09:20.060,0 days 09:09:20,0,0
2021-05-07 09:10:26.061,0 days 09:10:26,0,0
2021-05-07 09:11:32.050,0 days 09:11:32,0,0
2021-05-07 09:12:38.095,0 days 09:12:38,0,0
2021-05-07 09:13:44.078,0 days 09:13:44,0,0
2021-05-07 09:14:50.048,0 days 09:14:50,0,0
2021-05-07 09:15:56.037,0 days 09:15:56,0,0
2021-05-07 09:17:02.014,0 days 09:17:02,0,0
2021-05-07 09:18:08.017,0 days 09:18:08,0,0
2021-05-07 09:19:14.057,0 days 09:19:14,0,0
2021-05-07 09:20:20.039,0 days 09:20:20,0,0
2021-05-07 09:21:26.028,0 days 09:21:26,0,0
2021-05-07 09:22:32.040,0 days 09:22:32,0,0
2021-05-07 09:23:38.036,0 days 09:23:38,0,35
2021-05-07 09:24:44.036,0 days 09:24:44,0,35
2021-05-07 09:25:50.038,0 days 09:25:50,0,0
2021-05-07 09:26:56.024,0 days 09:26:56,0,0
2021-05-07 09:28:01.070,0 days 09:28:01,0,0
2021-05-07 09:29:07.062,0 days 09:29:07,0,35
2021-05-07 09:30:13.061,0 days 09:30:13,0,0
2021-05-07 09:31:19.051,0 days 09:31:19,0,0
2021-05-07 09:32:26.004,0 days 09:32:26,0,0
2021-05-07 09:33:32.005,0 days 09:33:32,0,0
2021-05-07 09:34:38.064,0 days 09:34:38,0,70
2021-05-07 09:35:43.034,0 days 09:35:43,0,0
2021-05-07 09:36:49.086,0 days 09:36:49,0,0
2021-05-07 09:37:55.085,0 days 09:37:55,0,0
2021-05-07 09:39:01.058,0 days 09:39:01,0,0
2021-05-07 09:40:07.066,0 days 09:40:07,0,0
2021-05-07 09:41:13.045,0 days 09:41:13,0,0
2021-05-07 09:42:19.034,0 days 09:42:19,0,0
2021-05-07 09:43:25.030,0 days 09:43:25,0,0
2021-05-07 09:44:31.031,0 days 09:44:31,0,0
2021-05-07 09:45:37.036,0 days 09:45:37,0,0
2021-05-07 09:46:43.030,0 days 09:46:43,0,35
2021-05-07 09:47:49.029,0 days 09:47:49,0,0
2021-05-07 09:48:55.038,0 days 09:48:55,0,0
2021-05-07 09:50:01.024,0 days 09:50:01,0,0
2021-05-07 09:51:07.024,0 days 09:51:07,0,0
2021-05-07 09:52:13.024,0 days 09:52:13,0,0
2021-05-07 09:53:18.064,0 days 09:53:18,0,0
2021-05-07 09:54:24.055,0 days 09:54:24,0,0
2021-05-07 09:55:30.057,0 days 09:55:30,0,0
2021-05-07 09:56:36.039,0 days 09:56:36,0,0
2021-05-07 09:57:42.046,0 days 09:57:42,0,0
2021-05-07 09:58:48.094,0 days 09:58:48,0,0
2021-05-07 09:59:54.099,0 days 09:59:54,0,0
2021-05-07 10:01:00.093,0 days 10:01:00,0,0
2021-05-07 10:02:06.017,0 days 10:02:06,0,0
2021-05-07 10:03:12.061,0 days 10:03:12,0,0
2021-05-07 10:04:18.062,0 days 10:04:18,0,0
2021-05-07 10:05:25.045,0 days 10:05:25,0,0
2021-05-07 10:06:30.061,0 days 10:06:30,0,0
2021-05-07 10:07:36.055,0 days 10:07:36,0,0
2021-05-07 10:08:42.048,0 days 10:08:42,0,0
2021-05-07 10:09:48.000,0 days 10:09:48,0,0
2021-05-07 10:10:53.095,0 days 10:10:53,0,0
2021-05-07 10:11:59.084,0 days 10:11:59,0,0
2021-05-07 10:13:05.085,0 days 10:13:05,0,0
2021-05-07 10:14:11.084,0 days 10:14:11,0,0
2021-05-07 10:15:17.074,0 days 10:15:17,0,0
2021-05-07 10:16:23.061,0 days 10:16:23,0,0
2021-05-07 10:17:29.048,0 days 10:17:29,0,35
2021-05-07 10:18:35.050,0 days 10:18:35,0,0
2021-05-07 10:19:41.056,0 days 10:19:41,0,0
2021-05-07 10:20:47.048,0 days 10:20:47,0,0
2021-05-07 10:21:53.061,0 days 10:21:53,0,0
2021-05-07 10:22:59.046,0 days 10:22:59,0,0
2021-05-07 10:24:05.048,0 days 10:24:05,0,35
2021-05-07 10:25:11.053,0 days 10:25:11,0,0
2021-05-07 10:26:17.081,0 days 10:26:17,0,0
2021-05-07 10:27:23.061,0 days 10:27:23,0,35
2021-05-07 10:28:29.061,0 days 10:28:29,0,70
2021-05-07 10:29:35.061,0 days 10:29:35,0,0
2021-05-07 10:30:41.063,0 days 10:30:41,0,0
2021-05-07 10:31:46.099,0 days 10:31:46,0,0
2021-05-07 10:32:53.044,0 days 10:32:53,0,0
2021-05-07 10:33:59.046,0 days 10:33:59,0,0
2021-05-07 10:35:05.038,0 days 10:35:05,0,0
2021-05-07 10:36:12.003,0 days 10:36:12,0,0
2021-05-07 10:37:17.020,0 days 10:37:17,0,0
2021-05-07 10:38:23.023,0 days 10:38:23,0,0
2021-05-07 10:39:28.057,0 days 10:39:28,0,0
2021-05-07 10:40:35.007,0 days 10:40:35,0,0
2021-05-07 10:41:41.014,0 days 10:41:41,0,0
